idArea,area,vicepresidencia
d689c2ca797d4b,PLANEACION Y ESTUDIOS TYD (CLS51000895),TRANSMISION Y DISTRIBUCION (CLS80000008)
3e1497f1ef324a,TRANSMISION Y DISTRIBUCION (CLS51000577),TRANSMISION Y DISTRIBUCION (CLS80000008)
1e6b9de87c7b44,OPERACION DEL MEM (CLS51000848),GENERACION (CLS80000006)
5d07bb83108843,PRUEBAS E INGENIERIA TYD (CLS53000571),TRANSMISION Y DISTRIBUCION (CLS80000008)
a18a4eb3624d4d,INGENIERIA TYD (CLS51000896),TRANSMISION Y DISTRIBUCION (CLS80000008)
8e8ad1dfa0134b,OPERACION Y MANTENIMIENTO DE LA MEDIDA ZONA TOLIMA NORTE (CLS53000268),TRANSMISION Y DISTRIBUCION (CLS80000008)
839dc950f12042,PLANEACION Y PROGRAMACION MANTENIMIENTO MEDIA Y BAJA TENSION (CLS53000231),TRANSMISION Y DISTRIBUCION (CLS80000008)
81b6778de4e74b,DEVOPS TECNOLOGIA NEGOCIO (CLS53000545),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
de3bb28351734d,SUBESTACIONES TOLIMA SUR (CLS53000577),TRANSMISION Y DISTRIBUCION (CLS80000008)
f8cadc9272944e,INFRAESTRUCTURA Y SERVICIOS ADMINISTRATIVOS (CLS51000783),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
98b34496a41a4a,EXPERIENCIA DE CLIENTE (CLS51000728),COMERCIAL (CLS80000004)
08a1d62c7ac44f,SUBESTACIONES TOLIMA NORTE (CLS53000578),TRANSMISION Y DISTRIBUCION (CLS80000008)
f40fb661e49a4e,ANALISIS CONTABLE (CLS53000419),FINANCIERA (CLS80000005)
6657b8b7339d47,REGIONAL TOLIMA (CLS53000301),COMERCIAL (CLS80000004)
7799335696b744,FINANZAS DE NEGOCIO (CLS51000676),FINANCIERA (CLS80000005)
3e75beba411c42,PROYECTOS TYD (CLS51000662),TRANSMISION Y DISTRIBUCION (CLS80000008)
252c950e21f241,ASUNTOS LEGALES DE NEGOCIO (CLS53000015),ASUNTOS CORPORATIVOS (CLS80000002)
54c8a5b9586a46,CATEGORIA (CLS53000327),FINANCIERA (CLS80000005)
2aca1654a48b49,INFORMACION TECNICA (CLS53000404),TRANSMISION Y DISTRIBUCION (CLS80000008)
e0904c49ab3e43,MEDIDA Y CONFIABILIDAD TYD (CLS53000395),TRANSMISION Y DISTRIBUCION (CLS80000008)
cfcd6e2df57046,CENTRO DE CONTROL (CLS53000348),TRANSMISION Y DISTRIBUCION (CLS80000008)
78e0cd97703942,EVALUACION DE LA MEDIDA (CLS53000250),TRANSMISION Y DISTRIBUCION (CLS80000008)
d54d57876a8c4b,SOCIOAMBIENTAL TYD (CLS53000570),TRANSMISION Y DISTRIBUCION (CLS80000008)
d1167c9af1c844,COBRO Y RECAUDO (CLS53000242),COMERCIAL (CLS80000004)
0077b674c93b44,ASUNTOS LEGALES CORPORATIVOS (CLS51000479),ASUNTOS CORPORATIVOS (CLS80000002)
bcd888617e8848,ASUNTOS LABORALES (CLS51000478),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
c256858d0cf24d,PROYECTO REDUCCION DE PERDIDAS TOLIMA (CLS53000611),TRANSMISION Y DISTRIBUCION (CLS80000008)
9c9c5357b16047,OPERACION CAMPO (CLS53000528),ENERBIT (CLS80000022)
f1a51342f5094c,ALMACEN (CLS53000244),FINANCIERA (CLS80000005)
28635cd84b2748,PROYECTOS GRANJAS FOTOVOLTAICAS (CLS53000022),TRANSMISION Y DISTRIBUCION (CLS80000008)
faa5d952245f45,PLANEACION Y PROGRAMACION MANTENIMIENTO ALTA TENSION (CLS53000580),TRANSMISION Y DISTRIBUCION (CLS80000008)
b98a87a75fe245,OPERACION Y MANTENIMIENTO DE LA MEDIDA ZONA TOLIMA SUR (CLS53000272),TRANSMISION Y DISTRIBUCION (CLS80000008)
4d02218f5c7143,AUDITORIA CORPORATIVA (CLS50000058),AUDITORIA CORPORATIVA (CLS80000020)
36b5f879bc1147,CENTRO DE OPERACIONES (CLS51000888),TRANSMISION Y DISTRIBUCION (CLS80000008)
08cbbfa5da854b,PROYECTOS PARTICULARES (CLS53000459),TRANSMISION Y DISTRIBUCION (CLS80000008)
7865e8fb6bad4c,CATEGORIA (CLS53000374),FINANCIERA (CLS80000005)
f7ec2211712a4c,INNOVACION (CLS51000578),INNOVACION (CLS80000021)
bc0d131d6b404a,SOLUCIONES A COLABORADORES (CLS53000281),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
987ec61e56db48,MANTENIMIENTO ELECTRICO TERMICAS (CLS53000486),GENERACION (CLS80000006)
521a9995a0de40,OPERACION Y MANTENIMIENTO RUTINARIO CENTRALES GENERACION (CLS53000596),GENERACION (CLS80000006)
bac577074e5940,NEGOCIOS RETAIL (CLS53000618),COMERCIAL (CLS80000004)
286c55274f4043,DESARROLLO DE MERCADOS (CLS53000192),FINANCIERA (CLS80000005)
4822a4d900a34c,COMUNICACIONES INTERNAS (CLS51000797),ASUNTOS CORPORATIVOS (CLS80000002)
232589afdb6e4d,FINANZAS ESTRUCTURADAS (CLS53000420),FINANCIERA (CLS80000005)
d622187445b446,PROGRAMACION Y CONTROL GENERACION (CLS53000353),GENERACION (CLS80000006)
e5ab9c5620bf47,SOSTENIBILIDAD (CLS53000013),ASUNTOS CORPORATIVOS (CLS80000002)
0074dc45388f40,CENTRAL TERMICA TESORITO (CLS53000479),GENERACION (CLS80000006)
3025746acf3c4c,DEVOPS TECNOLOGIA NEGOCIO (CLS53000547),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
8147b80a0df142,TECNOLOGIA (CLS53000526),ENERBIT (CLS80000022)
f653ce2a44a74c,PRESUPUESTOS PROGRAMACION Y CONTROL GENERACION (CLS53000353),GENERACION (CLS80000006)
9889d5613dd741,RETAIL (CLS53000280),COMERCIAL (CLS80000004)
b36dde6d075347,ACADEMIA E4 (CLS53000009),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
755c71126c9540,REGIONAL ANTIOQUIA (CLS53000292),COMERCIAL (CLS80000004)
60a7d7690e9245,CONSTRUCCION PROYECTOS SOCIALES (CLS53000625),GENERACION (CLS80000006)
54f277174c9840,PROYECTOS MOVILIDAD ELECTRICA (CLS53000450),COMERCIAL (CLS80000004)
8891cd745e7b4b,EXPERIENCIA DE COLABORADORES Y CULTURA (CLS53000466),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
340af5d3a19f40,FUNDACION (CLS53000029),ASUNTOS CORPORATIVOS (CLS80000002)
fd167603fd934f,REGIONAL VALLE HOGARES (CLS53000294),COMERCIAL (CLS80000004)
772cbcad313b4d,MOVILIDAD ELECTRICA (CLS53000211),COMERCIAL (CLS80000004)
fb34387c6c5a4e,MANTENIMIENTO CENTRAL TERMICA (CLS53000485),GENERACION (CLS80000006)
a7d0acf3521343,PLANEACION FISCAL (CLS51000341),FINANCIERA (CLS80000005)
a9e90c605ef443,SOCIOAMBIENTAL PROYECTOS GENERACION (CLS53000593),GENERACION (CLS80000006)
3e1dc486950b46,ANALISIS DE MERCADOS (CLS53000193),FINANCIERA (CLS80000005)
a9d03de868844a,ASUNTOS REGULATORIOS (CLS51000226),ASUNTOS REGULATORIOS (CLS80000003)
3cd485e7eb6b4d,EJECUCION Y OPERACION PROYECTOS EFICIENCIA ENERGETICA (CLS53000518),COMERCIAL (CLS80000004)
b72c82df32fb45,ESTRUCTURACION DE PROYECTOS EFICIENCIA ENERGETICA (CLS53000472),COMERCIAL (CLS80000004)
89df1343c79543,DIGITALIZACION EFICIENCIA ENERGETICA (CLS53000483),COMERCIAL (CLS80000004)
b2301a8c9a0f4d,INGENIERIA BASICA Y DE OFERTAS SISTEMAS FOTOVOLTAICOS (CLS53000023),TRANSMISION Y DISTRIBUCION (CLS80000008)
7efeee8cb8884e,DESARROLLO ORGANIZACIONAL (CLS51000477),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
93726479736a48,CRECIMIENTO Y EXPERIENCIA (CLS53000524),ENERBIT (CLS80000022)
51c3872dd5e448,EXPERIENCIAS DE SERVICIO ZONA (CLS53000319),COMERCIAL (CLS80000004)
f46328f616ce47,EXPERIENCIAS DE SERVICIO (CLS53000564),COMERCIAL (CLS80000004)
666de69adbd940,ANALITICA (CLS53000475),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
65a6e25447d94c,EXPERIENCIAS DE SERVICIO (CLS53000566),COMERCIAL (CLS80000004)
a90942558d2549,EXPERIENCIAS DE SERVICIO ZONA (CLS53000369),COMERCIAL (CLS80000004)
78f273a7a94f41,SOCIOAMBIENTAL OPERACION GENERACION (CLS53000601),GENERACION (CLS80000006)
004853c963264b,DEVOPS TECNOLOGIA NEGOCIO (CLS53000546),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
44fcf72ed2e847,SERVICIO POSVENTA CLIENTES B2B (CLS53000534),COMERCIAL (CLS80000004)
4b2b213dbc8047,LINEAS Y REDES TOLIMA SUR (CLS53000584),TRANSMISION Y DISTRIBUCION (CLS80000008)
e5a8c4667abc49,CONSTRUCCION PROYECTOS SOCIALES (CLS53000586),GENERACION (CLS80000006)
a9e308d57a8145,MANTENIMIENTO INSTRUMENTACION Y CONTROL TERMICAS (CLS53000488),GENERACION (CLS80000006)
7056d13aa0b74b,SOPORTE COMPRAS (CLS53000375),FINANCIERA (CLS80000005)
7e14712ff68d49,CENTRO DE CONTROL (CLS53000345),TRANSMISION Y DISTRIBUCION (CLS80000008)
59b074eb167d4f,FACTURACION MEDIDA (CLS53000558),COMERCIAL (CLS80000004)
051b0c9142934e,LINEAS Y REDES TOLIMA NORTE (CLS53000583),TRANSMISION Y DISTRIBUCION (CLS80000008)
dd65cd39ea0b4b,TESORERIA (CLS51000770),FINANCIERA (CLS80000005)
555c9098289f4e,RIESGOS Y SISTEMA GESTION DE ACTIVOS (CLS53000283),FINANCIERA (CLS80000005)
8af7b81e1d6148,EVALUACION INTEGRAL DEL NEGOCIO (CLS53000394),TRANSMISION Y DISTRIBUCION (CLS80000008)
5670eee6310743,EXPERIENCIA CLIENTES (CLS53000529),ENERBIT (CLS80000022)
85344ef356d346,ASEGURAMIENTO Y CALIDAD DE LA OPERACION (CLS51000887),TRANSMISION Y DISTRIBUCION (CLS80000008)
5506f40b83134c,NEGOCIOS REGULADOS (CLS53000308),ASUNTOS REGULATORIOS (CLS80000003)
72da4152ec2742,PLANEACION Y DESEMPEÑO TYD (CLS53000562),TRANSMISION Y DISTRIBUCION (CLS80000008)
1ff61b68b2634d,ADMINISTRACION ALIADOS (CLS51000908),COMERCIAL (CLS80000004)
c0ae6b3c411a46,DESARROLLO DE PRODUCTOS (CLS53000027),COMERCIAL (CLS80000004)
ba394b2721b34a,OBRAS CIVILES PROYECTOS (CLS53000207),GENERACION (CLS80000006)
3f8f57a42fa94a,RELACIONAMIENTO Y GESTION (CLS53000321),FINANCIERA (CLS80000005)
2ae1ea4054984c,RED DIGITAL 2.0 (CLS53000482),TRANSMISION Y DISTRIBUCION (CLS80000008)
36a742f16f5b45,COMUNICACIONES EXTERNAS (CLS51000796),ASUNTOS CORPORATIVOS (CLS80000002)
dc9b008c911b43,CUMPLIMIENTO (CLS53000239),ASUNTOS CORPORATIVOS (CLS80000002)
18218e4051b348,SOLUCIONES AL COLABORADOR (CLS53000281),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
2b574c98a35344,GESTION DE LA MEDIDA (CLS53000265),TRANSMISION Y DISTRIBUCION (CLS80000008)
16e7c697e6ea4a,DISEÑO EXPERIENCIA CLIENTES (CLS53000610),COMERCIAL (CLS80000004)
0c358c9fbfc540,CENTRAL GENERACION (CLS53000588),GENERACION (CLS80000006)
3c72c884c65745,GESTION TECNOLOGIAS OPERACION TYD (CLS53000506),TRANSMISION Y DISTRIBUCION (CLS80000008)
7181bbbf95d049,PROYECTOS RED PROPIA (CLS51000900),TRANSMISION Y DISTRIBUCION (CLS80000008)
6fb02a59e0f748,GESTION MULTISERVICIOS Y HOGAR MAS (CLS53000481),COMERCIAL (CLS80000004)
97e2cac8b45c4b,INGENIERIA DE DETALLE SISTEMAS FOTOVOLTAICOS (CLS53000357),TRANSMISION Y DISTRIBUCION (CLS80000008)
6b82e7365afa4f,OBRAS CIVILES PROYECTOS (CLS53000428),GENERACION (CLS80000006)
6274f1da596c42,DISTRITOS TERMICOS Y COGENERACION (CLS53000309),GENERACION (CLS80000006)
56bc51ce5a984c,OPERACION Y MANTENIMIENTO RUTINARIO CENTRALES GENERACION (CLS53000592),GENERACION (CLS80000006)
9ee4509b8a994f,CENTRO DE CONTROL (CLS53000342),TRANSMISION Y DISTRIBUCION (CLS80000008)
750001d0a69440,PROYECTO REDUCCION DE PERDIDAS ZONA VALLE (CLS53000039),TRANSMISION Y DISTRIBUCION (CLS80000008)
eb1a3430b5ed40,PROCESOS COMERCIALES (CLS51000910),COMERCIAL (CLS80000004)
5a9cbe517d6e49,PRESAS (CLS53000599),GENERACION (CLS80000006)
767e3646655447,EXPERIENCIAS DE SERVICIO ZONA (CLS53000370),COMERCIAL (CLS80000004)
9daee2e1db1a4a,MANTENIMIENTO ELECTRICO CENTRALES GENERACION (CLS53000034),GENERACION (CLS80000006)
d319fbfddc2a4e,EJECUCION CRECIMIENTO DE RED (CLS53000457),TRANSMISION Y DISTRIBUCION (CLS80000008)
7efbc5dd69d44d,CENTRO DE OPERACIONES TIEMPO REAL INTERNET (CLS53000522),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
206c70fc142140,MANTENIMIENTO MECANICO CENTRALES GENERACION (CLS53000383),GENERACION (CLS80000006)
a0c61b40b13d4d,PLANEACION CRECIMIENTO DE RED (CLS53000456),TRANSMISION Y DISTRIBUCION (CLS80000008)
b533cbb5c1874b,ENERGIA Y HOGARES (CLS53000278),COMERCIAL (CLS80000004)
f7ac6187c3734e,EXPERIENCIAS DE SERVICIO (CLS53000568),COMERCIAL (CLS80000004)
f8438223f14941,SERVICIOS VIRTUALES (CLS53000539),COMERCIAL (CLS80000004)
44b14805ab594c,OPERACION INTERNET (CLS53000238),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
e828b35227a84f,REGIONAL VALLE EMPRESAS (CLS53000293),COMERCIAL (CLS80000004)
9ee4e7df0b6b45,FACTURACION MEDIDA (CLS53000368),COMERCIAL (CLS80000004)
0d0d9266575846,INGENIERIA PARA EL DESARROLLO (CLS51000795),FINANCIERA (CLS80000005)
eb6c66e4cac243,REGIONAL COSTA (CLS53000289),COMERCIAL (CLS80000004)
51d94d9cc06448,REGIONAL BOGOTA (CLS53000288),COMERCIAL (CLS80000004)
d26b4fd6af554c,CREDITOS (CLS53000333),COMERCIAL (CLS80000004)
17ed072e724348,SEGURIDAD Y SALUD EN EL TRABAJO (CLS51000337),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
ac54416759ca4c,CONFIABILIDAD MANTENIMIENTO (CLS53000248),TRANSMISION Y DISTRIBUCION (CLS80000008)
32564338896e44,PROTECCIONES AUTOMATIZACION Y CONTROL (CLS51000843),GENERACION (CLS80000006)
5030bb22369c41,INGENIERIA DE APOYO AGUAS (CLS51000845),GENERACION (CLS80000006)
c66daef7eb2942,ALMACEN (CLS53000376),FINANCIERA (CLS80000005)
93ea2946eb664c,CENTRO DE CONTROL (CLS53000347),TRANSMISION Y DISTRIBUCION (CLS80000008)
262a099ec5ce4f,CONFIABILIDAD MANTENIMIENTO TYD (CLS53000248),TRANSMISION Y DISTRIBUCION (CLS80000008)
d6d51a1504c84f,OPERACION Y MANTENIMIENTO RUTINARIO CENTRALES GENERACION (CLS53000595),GENERACION (CLS80000006)
166adf86235e4d,SUBESTACIONES VALLE SUR (CLS53000579),TRANSMISION Y DISTRIBUCION (CLS80000008)
2d363a4a78424d,PROYECTOS TECHOS FOTOVOLTAICOS (CLS53000010),TRANSMISION Y DISTRIBUCION (CLS80000008)
f29a6e43e6ce44,OPERACION Y MANTENIMIENTO DE LA MEDIDA ZONA VALLE SUR (CLS53000227),TRANSMISION Y DISTRIBUCION (CLS80000008)
6bfc0f2b753a4b,CENTRAL GENERACION (CLS53000590),GENERACION (CLS80000006)
c616ed2582f048,MANTENIIMENTO ZONA VALLE NORTE (CLS53000574),TRANSMISION Y DISTRIBUCION (CLS80000008)
47eed689ffb34b,COMERCIAL INTERNET (CLS53000324),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
6f2ea97c5ef640,COBRO Y RECAUDO (CLS53000367),COMERCIAL (CLS80000004)
14d51a371c5049,VIAS Y OBRAS POR IMPUESTOS (CLS53000615),GENERACION (CLS80000006)
e594cf9b06404b,COMPENSACION Y PLANEACION DEL TALENTO (CLS53000021),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
de62593f678b43,MANTENIMIENTO INTERNET (CLS53000329),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
a3bf7e1df8ef4e,MANTENIMIENTO ZONA CARIBE (CLS53000573),TRANSMISION Y DISTRIBUCION (CLS80000008)
677fd16f42df41,DEVOPS TECNOLOGIA (CLS53000460),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
e68ca3ba39894d,SUBESTACIONES VALLE NORTE (CLS53000576),TRANSMISION Y DISTRIBUCION (CLS80000008)
1d67a3ecffbc41,PLANEACION ABASTECIMIENTO (CLS53000326),FINANCIERA (CLS80000005)
0b8fb8fb8b2b4d,EXPERIENCIAS DE SERVICIO ZONA (CLS53000243),COMERCIAL (CLS80000004)
ceb2007e095949,SERVICIO A CLIENTES (CLS51000701),COMERCIAL (CLS80000004)
9fad3e1aeacb44,PLANEACION DE LA OPERACION (CLS51000891),TRANSMISION Y DISTRIBUCION (CLS80000008)
e7029ccecbdd44,MANTENIMIENTO ZONA TOLIMA NORTE (CLS53000260),TRANSMISION Y DISTRIBUCION (CLS80000008)
3777f9e0efe746,INGENIERIA DE APOYO TERMICAS (CLS51000846),GENERACION (CLS80000006)
5c27fe2c8dd940,LINEAS Y REDES VALLE SUR (CLS53000582),TRANSMISION Y DISTRIBUCION (CLS80000008)
42f14ea54c904c,VENTAS (CLS53000343),COMERCIAL (CLS80000004)
3bf64731c58a40,NEGOCIOS EN COMPETENCIA (CLS52000018),ASUNTOS REGULATORIOS (CLS80000003)
bc83cb8cf8884b,DISEÑO Y CONSTRUCCION INTERNET (CLS53000513),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
fc03cff971ee42,LINEAS Y REDES VALLE NORTE (CLS53000581),TRANSMISION Y DISTRIBUCION (CLS80000008)
d776dbf9c62340,GESTION DE LA MEDIDA Y DEMANDA (CLS53000265),TRANSMISION Y DISTRIBUCION (CLS80000008)
641412e5323e4e,TIENDAS PROPIAS Y VENTAS EMPRESARIALES (CLS53000624),COMERCIAL (CLS80000004)
127f34efcdcf45,CIBERSEGURIDAD (CLS53000025),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
e0ee5bdc34e14b,VENTAS (CLS53000514),COMERCIAL (CLS80000004)
649142fa77bd43,DEVOPS TECNOLOGIA NEGOCIO (CLS53000544),TALENTO HUMANO Y SOLUCIONES ORGANIZACIONALES (CLS80000007)
c318ad65694b49,PRESUPUESTO GENERACION (CLS53000209),GENERACION (CLS80000006)
e0cfe0927e9d45,GESTION ADMINISTRATIVA SAC (CLS53000037),GENERACION (CLS80000006)
e9b8cf76b3864c,MANTENIMIENTO LINEAS Y SUBESTACIONES (CLS53000361),TRANSMISION Y DISTRIBUCION (CLS80000008)
dbc3260104bf4e,LOGISTICA NACIONAL (CLS53000012),FINANCIERA (CLS80000005)
37e3bb9213d545,CENTRAL HIDRAULICA ALTO Y BAJO ANCHICAYA (CLS51000814),GENERACION (CLS80000006)
d0ed79059cdb45,CANALES PROPIOS (CLS53000296),COMERCIAL (CLS80000004)
221c1b83374148,RIESGOS Y SEGUROS (CLS51000505),FINANCIERA (CLS80000005)
